Data scientist (директор) в управление процессных и финансовых моделей,https://krasnodar.hh.ru/vacancy/54854132?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Банк ВТБ (ПАО),https://hh.ru/,,,
Middle Data Scientist,https://krasnodar.hh.ru/vacancy/55204391?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Контур,https://hh.ru/,,,
Senior Data Scientist,https://krasnodar.hh.ru/vacancy/55297453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Marksman,https://hh.ru/,,,
Аналитик (Data Scientist),https://krasnodar.hh.ru/vacancy/53316766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,ПАО БАНК УРАЛСИБ,https://hh.ru/,,,
Data Engineer направления разработки витрин данных,https://krasnodar.hh.ru/vacancy/55376830?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,"Иннотех, Группа компаний",https://hh.ru/,,,
Data Scientist,https://krasnodar.hh.ru/vacancy/53926467?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Бизнес Трэвел Джоб,https://hh.ru/,150000250000.0,150000250000.0,руб.
Data Scientist (ML) в Delivery Club,https://krasnodar.hh.ru/vacancy/55257860?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,"VK, Delivery Club",https://hh.ru/,,,
Data scientist,https://krasnodar.hh.ru/vacancy/55280538?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,more.tv,https://hh.ru/,,,
Data scientist/Analyst,https://krasnodar.hh.ru/vacancy/55108035?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Spice Agency,https://hh.ru/,250000.0,250000.0,руб.
Data scientist (опыт со scoring моделями),https://krasnodar.hh.ru/vacancy/55277595?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,ООО Кадровый Метод,https://hh.ru/,,,
Data Scientist,https://krasnodar.hh.ru/vacancy/55172701?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,SegmentStream,https://hh.ru/,,,
Data Scientist,https://krasnodar.hh.ru/vacancy/55088164?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,"Иннотех, Группа компаний",https://hh.ru/,,,
Data scientist,https://krasnodar.hh.ru/vacancy/55131650?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Лига Цифровой Экономики,https://hh.ru/,,,
Data scientist (computer vision),https://krasnodar.hh.ru/vacancy/54141419?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,АО Гознак,https://hh.ru/,225000.0,225000.0,руб.
Data scientist (эксперт) в управление процессных и финансовых моделей,https://krasnodar.hh.ru/vacancy/54845874?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Банк ВТБ (ПАО),https://hh.ru/,,,
"Биоинформатик / Data scientist (тематика - онкология), отдел АиПМБРЗ",https://krasnodar.hh.ru/vacancy/53275770?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,ФГБУ ЦСП ФМБА России,https://hh.ru/,,,
Data Scientist (DS SWAT),https://krasnodar.hh.ru/vacancy/55064673?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,АВИТО ТЕХ: разработка,https://hh.ru/,,,
Junior Data Scientist for NLP (Python),https://krasnodar.hh.ru/vacancy/55046966?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,ООО Алгоритмические Системы,https://hh.ru/,,,
Data Scientist / ML-инженер,https://krasnodar.hh.ru/vacancy/55079861?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Медиалогия,https://hh.ru/,,,
Data Scientist NLP Core,https://krasnodar.hh.ru/vacancy/52839181?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Сбер. IT,https://hh.ru/,,,
Head of Data Science,https://krasnodar.hh.ru/vacancy/55205459?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,Tele2,https://hh.ru/,,,
Data Engineer,https://krasnodar.hh.ru/vacancy/55120832?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Data%20Scientist,"Иннотех, Группа компаний",https://hh.ru/,,,
